//quest_db.txt
// QuestID,Title,Limit,Target1ID,Target1Num,Target2ID,Target2Num,Target3ID,Target3Num,Drop1MobID,Drop1ItemID,Drop1Rate,Drop2MobID,Drop2ItemID,Drop2Rate,Drop3MobID,Drop3ItemID,Drop3Rate

1000,転生,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,アコライト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,アコライト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,アコライト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,アーチャー転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,マジシャン転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,マジシャン転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,マジシャン転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,マジシャン転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,マーチャント転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,マーチャント転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,マーチャント転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,マーチャント転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,シーフ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,ソードマン転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1109,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,ロペの捜索,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,地元騎士団～霧の森～,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,地元騎士団～親分のおつかい時間制限～,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1145,ニャンキー団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,ニャンキー団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,ニャンキー団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,ニャンキー団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,ニャンキー団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,ニャンキー団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,ニャンキー団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,不良野良活動,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,ニャンキー団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,ニャンキー団(不良野良活動),0,2197,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,ニャンキー団(不良野良活動),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1174,バコナワの伝説,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,バコナワの伝説,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,バコナワの伝説,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,バコナワの伝説,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,バコナワの伝説,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,バコナワの伝説,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,消えた住民とバコナワ,0,2313,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,消えた住民とバコナワ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1214,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,プロフェッサーワームの記憶,0,0,0,0,0,0,0,2364,6542,2000,0,0,0,0,0,0
1217,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,プロフェッサーワームの記憶,0,2367,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,プロフェッサーワームの記憶,0,0,0,0,0,0,0,2364,6542,2000,0,0,0,0,0,0
1228,プロフェッサーワームの記憶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1261,呪いの剣士入場時間制限,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1264,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,滅亡祝福教団,0,0,0,0,0,0,0,3021,6692,10000,0,0,0,0,0,0
1267,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,滅亡祝福教団,0,3021,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,滅亡祝福教団,0,3022,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,滅亡祝福教団,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1298,ガスターアレルギー,0,3740,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,ガスターアレルギー時間制限,2:0:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1321,困りもののワンちゃん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,困りもののワンちゃん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,困りもののワンちゃん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,困りもののワンちゃん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,困りもののワンちゃん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,困りもののワンちゃん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,困りもののワンちゃん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,困りもののワンちゃん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,困りもののワンちゃん時間制限,2:0:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1331,愛犬の復讐,0,3736,30,3737,30,3738,30,0,0,0,0,0,0,0,0,0
1332,愛犬の復讐時間制限,2:0:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//2000,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2001,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2002,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2003,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2004,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2005,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2006,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2007,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2008,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2009,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2010,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2011,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2012,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2013,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2014,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2015,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2016,ブラックスミス転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2017,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2018,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2019,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2020,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2021,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2022,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2023,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2024,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2025,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2026,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2027,ローグ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2028,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2029,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2030,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2031,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2032,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2033,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2034,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2035,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2036,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2037,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2038,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2039,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2040,アルケミスト転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2041,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2042,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2043,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2044,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2045,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2046,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2047,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2048,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2049,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2050,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2051,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2052,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2053,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2054,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2055,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2056,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2057,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2058,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2059,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2060,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2061,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2062,セージ転職,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,運命のカラス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,運命のカラス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,運命のカラス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,運命のカラス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,運命のカラス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,運命のカラス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2069,ティエラ峡谷,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2070,フラウィウス神殿,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2071,シドクスクエスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2072,シドクスクエスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2073,シドクスクエスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2074,シドクスクエスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2075,シドクスクエスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2076,シドクスクエスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2077,シドクスクエスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2078,シドクスクエスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2079,行き違った過去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2080,行き違った過去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2081,行き違った過去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2082,行き違った過去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2083,行き違った過去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2084,行き違った過去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2085,行き違った過去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2086,行き違った過去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2087,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2088,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2089,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2090,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2091,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2092,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2093,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2094,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2095,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2087,生体研究所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2147,生態研究,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,生態研究,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,生態研究,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,生態研究,0,2015,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,生態研究,0,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,生態研究,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,生態研究,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,生態研究,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
